x,y,row,col,spot_id,radius
153.21875,436.9502018922193,5,1,5x1,27.5
253.21875,436.9502018922193,5,2,5x2,27.5
353.21875,436.9502018922193,5,3,5x3,27.5
453.21875,436.9502018922193,5,4,5x4,27.5
553.21875,436.9502018922193,5,5,5x5,27.5
653.21875,436.9502018922193,5,6,5x6,27.5
753.21875,436.9502018922193,5,7,5x7,27.5
853.21875,436.9502018922193,5,8,5x8,27.5
953.21875,436.9502018922193,5,9,5x9,27.5
1053.2188,436.9502018922193,5,10,5x10,27.5
1153.2188,436.9502018922193,5,11,5x11,27.5
1253.2188,436.9502018922193,5,12,5x12,27.5
1353.2188,436.9502018922193,5,13,5x13,27.5
1453.2188,436.9502018922193,5,14,5x14,27.5
1553.2188,436.9502018922193,5,15,5x15,27.5
1753.2188,436.9502018922193,5,17,5x17,27.5
303.21875,523.5527422706632,6,3,6x3,27.5
403.21875,523.5527422706632,6,4,6x4,27.5
503.21875,523.5527422706632,6,5,6x5,27.5
603.21875,523.5527422706632,6,6,6x6,27.5
703.21875,523.5527422706632,6,7,6x7,27.5
803.21875,523.5527422706632,6,8,6x8,27.5
903.21875,523.5527422706632,6,9,6x9,27.5
1003.21875,523.5527422706632,6,10,6x10,27.5
1103.2188,523.5527422706632,6,11,6x11,27.5
1203.2188,523.5527422706632,6,12,6x12,27.5
1303.2188,523.5527422706632,6,13,6x13,27.5
1403.2188,523.5527422706632,6,14,6x14,27.5
1503.2188,523.5527422706632,6,15,6x15,27.5
1603.2188,523.5527422706632,6,16,6x16,27.5
1703.2188,523.5527422706632,6,17,6x17,27.5
1803.2188,523.5527422706632,6,18,6x18,27.5
153.21875,610.1552826491071,7,1,7x1,27.5
253.21875,610.1552826491071,7,2,7x2,27.5
353.21875,610.1552826491071,7,3,7x3,27.5
453.21875,610.1552826491071,7,4,7x4,27.5
553.21875,610.1552826491071,7,5,7x5,27.5
653.21875,610.1552826491071,7,6,7x6,27.5
753.21875,610.1552826491071,7,7,7x7,27.5
853.21875,610.1552826491071,7,8,7x8,27.5
953.21875,610.1552826491071,7,9,7x9,27.5
1053.2188,610.1552826491071,7,10,7x10,27.5
1153.2188,610.1552826491071,7,11,7x11,27.5
1253.2188,610.1552826491071,7,12,7x12,27.5
1353.2188,610.1552826491071,7,13,7x13,27.5
1453.2188,610.1552826491071,7,14,7x14,27.5
1553.2188,610.1552826491071,7,15,7x15,27.5
1653.2188,610.1552826491071,7,16,7x16,27.5
103.21875,696.757823027551,8,1,8x1,27.5
203.21875,696.757823027551,8,2,8x2,27.5
303.21875,696.757823027551,8,3,8x3,27.5
403.21875,696.757823027551,8,4,8x4,27.5
503.21875,696.757823027551,8,5,8x5,27.5
603.21875,696.757823027551,8,6,8x6,27.5
703.21875,696.757823027551,8,7,8x7,27.5
803.21875,696.757823027551,8,8,8x8,27.5
903.21875,696.757823027551,8,9,8x9,27.5
1003.21875,696.757823027551,8,10,8x10,27.5
1103.2188,696.757823027551,8,11,8x11,27.5
1203.2188,696.757823027551,8,12,8x12,27.5
1303.2188,696.757823027551,8,13,8x13,27.5
1403.2188,696.757823027551,8,14,8x14,27.5
1503.2188,696.757823027551,8,15,8x15,27.5
1603.2188,696.757823027551,8,16,8x16,27.5
1703.2188,696.757823027551,8,17,8x17,27.5
1803.2188,696.757823027551,8,18,8x18,27.5
53.21875,783.3603634059949,9,0,9x0,27.5
153.21875,783.3603634059949,9,1,9x1,27.5
253.21875,783.3603634059949,9,2,9x2,27.5
353.21875,783.3603634059949,9,3,9x3,27.5
453.21875,783.3603634059949,9,4,9x4,27.5
553.21875,783.3603634059949,9,5,9x5,27.5
653.21875,783.3603634059949,9,6,9x6,27.5
753.21875,783.3603634059949,9,7,9x7,27.5
853.21875,783.3603634059949,9,8,9x8,27.5
953.21875,783.3603634059949,9,9,9x9,27.5
1053.2188,783.3603634059949,9,10,9x10,27.5
1153.2188,783.3603634059949,9,11,9x11,27.5
1253.2188,783.3603634059949,9,12,9x12,27.5
1353.2188,783.3603634059949,9,13,9x13,27.5
1453.2188,783.3603634059949,9,14,9x14,27.5
1553.2188,783.3603634059949,9,15,9x15,27.5
1653.2188,783.3603634059949,9,16,9x16,27.5
3.21875,869.9629037844388,10,0,10x0,27.5
103.21875,869.9629037844388,10,1,10x1,27.5
303.21875,869.9629037844388,10,3,10x3,27.5
403.21875,869.9629037844388,10,4,10x4,27.5
503.21875,869.9629037844388,10,5,10x5,27.5
603.21875,869.9629037844388,10,6,10x6,27.5
703.21875,869.9629037844388,10,7,10x7,27.5
803.21875,869.9629037844388,10,8,10x8,27.5
903.21875,869.9629037844388,10,9,10x9,27.5
1003.21875,869.9629037844388,10,10,10x10,27.5
1103.2188,869.9629037844388,10,11,10x11,27.5
1203.2188,869.9629037844388,10,12,10x12,27.5
1303.2188,869.9629037844388,10,13,10x13,27.5
1403.2188,869.9629037844388,10,14,10x14,27.5
1503.2188,869.9629037844388,10,15,10x15,27.5
1603.2188,869.9629037844388,10,16,10x16,27.5
1803.2188,869.9629037844388,10,18,10x18,27.5
53.21875,956.5654441628827,11,0,11x0,27.5
153.21875,956.5654441628827,11,1,11x1,27.5
253.21875,956.5654441628827,11,2,11x2,27.5
353.21875,956.5654441628827,11,3,11x3,27.5
453.21875,956.5654441628827,11,4,11x4,27.5
553.21875,956.5654441628827,11,5,11x5,27.5
653.21875,956.5654441628827,11,6,11x6,27.5
753.21875,956.5654441628827,11,7,11x7,27.5
853.21875,956.5654441628827,11,8,11x8,27.5
953.21875,956.5654441628827,11,9,11x9,27.5
1053.2188,956.5654441628827,11,10,11x10,27.5
1153.2188,956.5654441628827,11,11,11x11,27.5
1253.2188,956.5654441628827,11,12,11x12,27.5
1353.2188,956.5654441628827,11,13,11x13,27.5
1453.2188,956.5654441628827,11,14,11x14,27.5
1553.2188,956.5654441628827,11,15,11x15,27.5
1653.2188,956.5654441628827,11,16,11x16,27.5
3.21875,1043.1679845413266,12,0,12x0,27.5
103.21875,1043.1679845413266,12,1,12x1,27.5
203.21875,1043.1679845413266,12,2,12x2,27.5
303.21875,1043.1679845413266,12,3,12x3,27.5
403.21875,1043.1679845413266,12,4,12x4,27.5
503.21875,1043.1679845413266,12,5,12x5,27.5
603.21875,1043.1679845413266,12,6,12x6,27.5
703.21875,1043.1679845413266,12,7,12x7,27.5
803.21875,1043.1679845413266,12,8,12x8,27.5
903.21875,1043.1679845413266,12,9,12x9,27.5
1003.21875,1043.1679845413266,12,10,12x10,27.5
1103.2188,1043.1679845413266,12,11,12x11,27.5
1203.2188,1043.1679845413266,12,12,12x12,27.5
1303.2188,1043.1679845413266,12,13,12x13,27.5
1403.2188,1043.1679845413266,12,14,12x14,27.5
1503.2188,1043.1679845413266,12,15,12x15,27.5
1603.2188,1043.1679845413266,12,16,12x16,27.5
1703.2188,1043.1679845413266,12,17,12x17,27.5
1803.2188,1043.1679845413266,12,18,12x18,27.5
53.21875,1129.7705249197704,13,0,13x0,27.5
253.21875,1129.7705249197704,13,2,13x2,27.5
353.21875,1129.7705249197704,13,3,13x3,27.5
453.21875,1129.7705249197704,13,4,13x4,27.5
553.21875,1129.7705249197704,13,5,13x5,27.5
653.21875,1129.7705249197704,13,6,13x6,27.5
753.21875,1129.7705249197704,13,7,13x7,27.5
853.21875,1129.7705249197704,13,8,13x8,27.5
953.21875,1129.7705249197704,13,9,13x9,27.5
1053.2188,1129.7705249197704,13,10,13x10,27.5
1153.2188,1129.7705249197704,13,11,13x11,27.5
1253.2188,1129.7705249197704,13,12,13x12,27.5
1353.2188,1129.7705249197704,13,13,13x13,27.5
1453.2188,1129.7705249197704,13,14,13x14,27.5
1553.2188,1129.7705249197704,13,15,13x15,27.5
1653.2188,1129.7705249197704,13,16,13x16,27.5
1753.2188,1129.7705249197704,13,17,13x17,27.5
3.21875,1216.3730652982142,14,0,14x0,27.5
303.21875,1216.3730652982142,14,3,14x3,27.5
403.21875,1216.3730652982142,14,4,14x4,27.5
503.21875,1216.3730652982142,14,5,14x5,27.5
603.21875,1216.3730652982142,14,6,14x6,27.5
703.21875,1216.3730652982142,14,7,14x7,27.5
803.21875,1216.3730652982142,14,8,14x8,27.5
903.21875,1216.3730652982142,14,9,14x9,27.5
1003.21875,1216.3730652982142,14,10,14x10,27.5
1103.2188,1216.3730652982142,14,11,14x11,27.5
1203.2188,1216.3730652982142,14,12,14x12,27.5
1303.2188,1216.3730652982142,14,13,14x13,27.5
1403.2188,1216.3730652982142,14,14,14x14,27.5
1503.2188,1216.3730652982142,14,15,14x15,27.5
1603.2188,1216.3730652982142,14,16,14x16,27.5
1803.2188,1216.3730652982142,14,18,14x18,27.5
53.21875,1302.975605676658,15,0,15x0,27.5
353.21875,1302.975605676658,15,3,15x3,27.5
453.21875,1302.975605676658,15,4,15x4,27.5
553.21875,1302.975605676658,15,5,15x5,27.5
653.21875,1302.975605676658,15,6,15x6,27.5
753.21875,1302.975605676658,15,7,15x7,27.5
853.21875,1302.975605676658,15,8,15x8,27.5
953.21875,1302.975605676658,15,9,15x9,27.5
1053.2188,1302.975605676658,15,10,15x10,27.5
1153.2188,1302.975605676658,15,11,15x11,27.5
1253.2188,1302.975605676658,15,12,15x12,27.5
1353.2188,1302.975605676658,15,13,15x13,27.5
1453.2188,1302.975605676658,15,14,15x14,27.5
1553.2188,1302.975605676658,15,15,15x15,27.5
1753.2188,1302.975605676658,15,17,15x17,27.5
3.21875,1389.5781460551018,16,0,16x0,27.5
103.21875,1389.5781460551018,16,1,16x1,27.5
203.21875,1389.5781460551018,16,2,16x2,27.5
303.21875,1389.5781460551018,16,3,16x3,27.5
403.21875,1389.5781460551018,16,4,16x4,27.5
503.21875,1389.5781460551018,16,5,16x5,27.5
603.21875,1389.5781460551018,16,6,16x6,27.5
703.21875,1389.5781460551018,16,7,16x7,27.5
803.21875,1389.5781460551018,16,8,16x8,27.5
903.21875,1389.5781460551018,16,9,16x9,27.5
1003.21875,1389.5781460551018,16,10,16x10,27.5
1103.2188,1389.5781460551018,16,11,16x11,27.5
1203.2188,1389.5781460551018,16,12,16x12,27.5
1303.2188,1389.5781460551018,16,13,16x13,27.5
1403.2188,1389.5781460551018,16,14,16x14,27.5
1503.2188,1389.5781460551018,16,15,16x15,27.5
1703.2188,1389.5781460551018,16,17,16x17,27.5
