x,y,row,col,spot_id,radius
1016.5,695.867198027551,8,10,8x10,27.5
1116.5,695.867198027551,8,11,8x11,27.5
1216.5,695.867198027551,8,12,8x12,27.5
1316.5,695.867198027551,8,13,8x13,27.5
1416.5,695.867198027551,8,14,8x14,27.5
1516.5,695.867198027551,8,15,8x15,27.5
1616.5,695.867198027551,8,16,8x16,27.5
1716.5,695.867198027551,8,17,8x17,27.5
1816.5,695.867198027551,8,18,8x18,27.5
566.5,782.4697384059949,9,5,9x5,27.5
666.5,782.4697384059949,9,6,9x6,27.5
766.5,782.4697384059949,9,7,9x7,27.5
866.5,782.4697384059949,9,8,9x8,27.5
966.5,782.4697384059949,9,9,9x9,27.5
1066.5,782.4697384059949,9,10,9x10,27.5
1166.5,782.4697384059949,9,11,9x11,27.5
1266.5,782.4697384059949,9,12,9x12,27.5
1366.5,782.4697384059949,9,13,9x13,27.5
1466.5,782.4697384059949,9,14,9x14,27.5
1566.5,782.4697384059949,9,15,9x15,27.5
1666.5,782.4697384059949,9,16,9x16,27.5
1766.5,782.4697384059949,9,17,9x17,27.5
616.5,869.0722787844388,10,6,10x6,27.5
716.5,869.0722787844388,10,7,10x7,27.5
816.5,869.0722787844388,10,8,10x8,27.5
916.5,869.0722787844388,10,9,10x9,27.5
1016.5,869.0722787844388,10,10,10x10,27.5
1116.5,869.0722787844388,10,11,10x11,27.5
1216.5,869.0722787844388,10,12,10x12,27.5
1316.5,869.0722787844388,10,13,10x13,27.5
1416.5,869.0722787844388,10,14,10x14,27.5
1516.5,869.0722787844388,10,15,10x15,27.5
1616.5,869.0722787844388,10,16,10x16,27.5
1716.5,869.0722787844388,10,17,10x17,27.5
1816.5,869.0722787844388,10,18,10x18,27.5
666.5,955.6748191628827,11,6,11x6,27.5
766.5,955.6748191628827,11,7,11x7,27.5
866.5,955.6748191628827,11,8,11x8,27.5
966.5,955.6748191628827,11,9,11x9,27.5
1066.5,955.6748191628827,11,10,11x10,27.5
1166.5,955.6748191628827,11,11,11x11,27.5
1266.5,955.6748191628827,11,12,11x12,27.5
1366.5,955.6748191628827,11,13,11x13,27.5
1466.5,955.6748191628827,11,14,11x14,27.5
1566.5,955.6748191628827,11,15,11x15,27.5
1666.5,955.6748191628827,11,16,11x16,27.5
1766.5,955.6748191628827,11,17,11x17,27.5
616.5,1042.2773595413266,12,6,12x6,27.5
716.5,1042.2773595413266,12,7,12x7,27.5
816.5,1042.2773595413266,12,8,12x8,27.5
916.5,1042.2773595413266,12,9,12x9,27.5
1016.5,1042.2773595413266,12,10,12x10,27.5
1116.5,1042.2773595413266,12,11,12x11,27.5
1216.5,1042.2773595413266,12,12,12x12,27.5
1316.5,1042.2773595413266,12,13,12x13,27.5
1416.5,1042.2773595413266,12,14,12x14,27.5
1516.5,1042.2773595413266,12,15,12x15,27.5
1616.5,1042.2773595413266,12,16,12x16,27.5
1716.5,1042.2773595413266,12,17,12x17,27.5
466.5,1128.8798999197704,13,4,13x4,27.5
666.5,1128.8798999197704,13,6,13x6,27.5
766.5,1128.8798999197704,13,7,13x7,27.5
866.5,1128.8798999197704,13,8,13x8,27.5
966.5,1128.8798999197704,13,9,13x9,27.5
1066.5,1128.8798999197704,13,10,13x10,27.5
1166.5,1128.8798999197704,13,11,13x11,27.5
1266.5,1128.8798999197704,13,12,13x12,27.5
1366.5,1128.8798999197704,13,13,13x13,27.5
1466.5,1128.8798999197704,13,14,13x14,27.5
1566.5,1128.8798999197704,13,15,13x15,27.5
1666.5,1128.8798999197704,13,16,13x16,27.5
1766.5,1128.8798999197704,13,17,13x17,27.5
416.5,1215.4824402982142,14,4,14x4,27.5
516.5,1215.4824402982142,14,5,14x5,27.5
716.5,1215.4824402982142,14,7,14x7,27.5
916.5,1215.4824402982142,14,9,14x9,27.5
1016.5,1215.4824402982142,14,10,14x10,27.5
1116.5,1215.4824402982142,14,11,14x11,27.5
1216.5,1215.4824402982142,14,12,14x12,27.5
1316.5,1215.4824402982142,14,13,14x13,27.5
1416.5,1215.4824402982142,14,14,14x14,27.5
1516.5,1215.4824402982142,14,15,14x15,27.5
1616.5,1215.4824402982142,14,16,14x16,27.5
1816.5,1215.4824402982142,14,18,14x18,27.5
666.5,1302.084980676658,15,6,15x6,27.5
766.5,1302.084980676658,15,7,15x7,27.5
966.5,1302.084980676658,15,9,15x9,27.5
1066.5,1302.084980676658,15,10,15x10,27.5
1166.5,1302.084980676658,15,11,15x11,27.5
1266.5,1302.084980676658,15,12,15x12,27.5
1466.5,1302.084980676658,15,14,15x14,27.5
1566.5,1302.084980676658,15,15,15x15,27.5
1666.5,1302.084980676658,15,16,15x16,27.5
816.5,1388.6875210551018,16,8,16x8,27.5
916.5,1388.6875210551018,16,9,16x9,27.5
1016.5,1388.6875210551018,16,10,16x10,27.5
1316.5,1388.6875210551018,16,13,16x13,27.5
1416.5,1388.6875210551018,16,14,16x14,27.5
1516.5,1388.6875210551018,16,15,16x15,27.5
1616.5,1388.6875210551018,16,16,16x16,27.5
