x,y,row,col,spot_id,radius
1003.6719,1563.2363518119894,18,10,18x10,27.5
1103.6719,1563.2363518119894,18,11,18x11,27.5
1203.6719,1563.2363518119894,18,12,18x12,27.5
53.671875,1649.8388921904332,19,0,19x0,27.5
153.67188,1649.8388921904332,19,1,19x1,27.5
453.67188,1649.8388921904332,19,4,19x4,27.5
553.6719,1649.8388921904332,19,5,19x5,27.5
753.6719,1649.8388921904332,19,7,19x7,27.5
853.6719,1649.8388921904332,19,8,19x8,27.5
953.6719,1649.8388921904332,19,9,19x9,27.5
1053.6719,1649.8388921904332,19,10,19x10,27.5
1153.6719,1649.8388921904332,19,11,19x11,27.5
103.671875,1736.441432568877,20,1,20x1,27.5
303.67188,1736.441432568877,20,3,20x3,27.5
503.67188,1736.441432568877,20,5,20x5,27.5
603.6719,1736.441432568877,20,6,20x6,27.5
703.6719,1736.441432568877,20,7,20x7,27.5
803.6719,1736.441432568877,20,8,20x8,27.5
1003.6719,1736.441432568877,20,10,20x10,27.5
1103.6719,1736.441432568877,20,11,20x11,27.5
153.67188,1823.0439729473208,21,1,21x1,27.5
253.67188,1823.0439729473208,21,2,21x2,27.5
353.67188,1823.0439729473208,21,3,21x3,27.5
653.6719,1823.0439729473208,21,6,21x6,27.5
753.6719,1823.0439729473208,21,7,21x7,27.5
853.6719,1823.0439729473208,21,8,21x8,27.5
1153.6719,1823.0439729473208,21,11,21x11,27.5
103.671875,1909.6465133257645,22,1,22x1,27.5
203.67188,1909.6465133257645,22,2,22x2,27.5
303.67188,1909.6465133257645,22,3,22x3,27.5
403.67188,1909.6465133257645,22,4,22x4,27.5
503.67188,1909.6465133257645,22,5,22x5,27.5
603.6719,1909.6465133257645,22,6,22x6,27.5
803.6719,1909.6465133257645,22,8,22x8,27.5
903.6719,1909.6465133257645,22,9,22x9,27.5
1103.6719,1909.6465133257645,22,11,22x11,27.5
53.671875,1996.2490537042083,23,0,23x0,27.5
453.67188,1996.2490537042083,23,4,23x4,27.5
853.6719,1996.2490537042083,23,8,23x8,27.5
953.6719,1996.2490537042083,23,9,23x9,27.5
1153.6719,1996.2490537042083,23,11,23x11,27.5
103.671875,2082.8515940826524,24,1,24x1,27.5
203.67188,2082.8515940826524,24,2,24x2,27.5
403.67188,2082.8515940826524,24,4,24x4,27.5
603.6719,2082.8515940826524,24,6,24x6,27.5
903.6719,2082.8515940826524,24,9,24x9,27.5
1103.6719,2082.8515940826524,24,11,24x11,27.5
353.67188,2169.454134461096,25,3,25x3,27.5
653.6719,2169.454134461096,25,6,25x6,27.5
753.6719,2169.454134461096,25,7,25x7,27.5
